activity_id,competitor_id,technology_id,adoption_status,market_activity_score,launch_year,investment_level
731,3,94,Pilot,8,2028,High
732,7,94,Research,5,2027,Medium
733,4,94,Not Adopted,4,2026,Low
734,12,94,Research,7,2026,Low
735,2,94,Research,9,2024,Medium
736,10,94,Research,8,2027,Low
737,5,94,Adopted,10,2028,High
738,6,94,Not Adopted,8,2024,High
739,10,95,Adopted,8,2028,Medium
740,7,95,Adopted,9,2027,Low
741,3,95,Not Adopted,5,2026,Low
742,12,95,Adopted,6,2025,Low
743,8,95,Not Adopted,8,2027,Low
744,6,95,Pilot,5,2024,Medium
745,1,95,Research,4,2028,Low
746,5,95,Not Adopted,9,2026,Low
747,4,95,Adopted,3,2024,Medium
748,2,95,Adopted,6,2028,Medium
749,9,96,Research,3,2024,Medium
750,5,96,Pilot,7,2027,High
751,11,96,Not Adopted,10,2026,High
752,10,96,Not Adopted,9,2028,Low
753,12,96,Not Adopted,7,2026,Low
754,6,96,Research,3,2028,High
755,3,96,Research,9,2026,High
756,1,96,Research,8,2025,Low
757,2,96,Research,3,2028,Low
758,4,96,Not Adopted,8,2025,Medium
759,7,96,Research,8,2027,Medium
760,8,96,Pilot,6,2028,Low
761,2,97,Adopted,8,2025,High
762,8,97,Not Adopted,6,2027,High
763,9,97,Adopted,3,2027,Low
764,7,97,Research,10,2028,Medium
765,11,97,Adopted,9,2024,Medium
766,5,97,Research,10,2027,High
767,3,97,Pilot,9,2024,High
768,8,98,Not Adopted,4,2024,Low
769,1,98,Adopted,3,2027,High
770,4,98,Research,6,2024,Medium
771,3,98,Pilot,7,2027,Medium
772,11,98,Adopted,4,2028,Low
773,5,98,Adopted,8,2026,Medium
774,6,98,Adopted,8,2025,High
775,12,99,Not Adopted,4,2026,Medium
776,11,99,Research,8,2024,Low
777,2,99,Not Adopted,7,2027,Low
778,9,99,Research,6,2027,Medium
779,6,99,Research,5,2028,High
780,1,99,Research,5,2024,High
781,11,100,Not Adopted,5,2027,High
782,4,100,Not Adopted,8,2025,High
783,8,100,Adopted,7,2027,Medium
784,10,100,Pilot,9,2026,Low
785,5,100,Adopted,10,2024,Medium
786,12,100,Pilot,3,2026,High
787,5,101,Adopted,5,2028,Medium
788,2,101,Adopted,7,2025,Medium
789,7,101,Research,3,2027,Medium
790,8,101,Adopted,3,2025,Medium
791,1,101,Not Adopted,6,2028,Medium
792,10,102,Pilot,10,2024,Low
793,6,102,Adopted,3,2028,Medium
794,5,102,Pilot,4,2026,High
795,2,102,Adopted,10,2025,High
796,7,102,Not Adopted,5,2028,Medium
797,1,102,Not Adopted,4,2026,Low
798,4,102,Research,6,2024,Low
799,8,102,Not Adopted,8,2028,Low
800,3,102,Not Adopted,9,2024,Medium
801,10,103,Not Adopted,3,2028,Medium
802,3,103,Pilot,3,2026,Medium
803,12,103,Pilot,6,2028,Medium
804,9,103,Research,3,2026,Low
805,6,103,Pilot,7,2028,High
806,8,103,Not Adopted,9,2028,Medium
807,11,103,Pilot,6,2027,High
808,7,103,Not Adopted,6,2028,High
809,1,103,Not Adopted,6,2028,Low
810,7,104,Pilot,4,2024,Medium
811,4,104,Pilot,9,2028,Low
812,3,104,Pilot,7,2027,High
813,2,104,Pilot,9,2028,Low
814,9,105,Pilot,6,2026,Medium
815,10,105,Adopted,10,2024,High
816,12,105,Research,4,2027,High
817,4,105,Not Adopted,7,2027,Low
818,3,105,Adopted,6,2028,High
819,8,105,Not Adopted,3,2027,High
820,5,106,Adopted,3,2025,Low
821,12,106,Pilot,9,2024,High
822,7,106,Pilot,3,2028,High
823,1,106,Pilot,4,2027,Medium
824,6,107,Pilot,4,2028,Medium
825,3,107,Adopted,10,2028,High
826,7,107,Adopted,10,2024,High
827,11,107,Not Adopted,7,2028,High
828,1,107,Adopted,4,2024,Low
829,8,107,Adopted,4,2028,High
830,2,107,Pilot,8,2024,High
831,9,107,Adopted,10,2024,Medium
832,5,107,Not Adopted,9,2024,Low
833,10,108,Pilot,3,2024,High
834,7,108,Adopted,7,2028,High
835,6,108,Research,7,2025,Low
836,12,108,Research,3,2027,Medium
837,5,108,Research,6,2025,Medium
838,7,109,Pilot,7,2027,Medium
839,4,109,Research,7,2024,High
840,5,109,Research,10,2025,High
841,9,109,Pilot,8,2024,Medium
842,3,109,Adopted,9,2026,Low
843,1,110,Research,8,2026,Low
844,2,110,Research,9,2024,High
845,8,110,Not Adopted,7,2025,Medium
846,5,110,Adopted,9,2028,Low
847,12,111,Adopted,9,2025,Low
848,7,111,Research,9,2028,Low
849,6,111,Pilot,3,2024,Low
850,5,111,Research,7,2025,Medium
851,4,111,Not Adopted,7,2024,High
852,9,111,Research,5,2027,Low
853,2,111,Research,8,2027,Medium
854,11,111,Research,4,2026,Low
855,3,111,Research,7,2025,High
856,8,111,Not Adopted,5,2024,High
857,1,111,Pilot,8,2028,Medium
858,10,111,Pilot,7,2024,Low
859,5,112,Adopted,3,2028,Medium
860,4,112,Research,3,2024,Low
861,1,112,Pilot,9,2028,Medium
862,3,112,Not Adopted,4,2026,Medium
863,8,112,Pilot,9,2026,Medium
864,10,112,Pilot,6,2027,High
865,9,112,Pilot,3,2024,Medium
866,2,112,Research,8,2028,Medium
867,12,112,Adopted,3,2026,High
868,6,112,Adopted,5,2026,Medium
869,7,112,Research,7,2024,High
870,11,112,Adopted,7,2028,Medium
871,6,113,Research,8,2027,High
872,1,113,Research,9,2025,Low
873,2,113,Pilot,7,2024,High
874,8,113,Pilot,10,2028,Low
875,9,113,Not Adopted,4,2027,Medium
876,12,113,Pilot,7,2024,Low
877,10,113,Pilot,3,2024,Low
878,11,113,Adopted,7,2027,High
879,4,114,Research,5,2024,Medium
880,1,114,Adopted,4,2024,Medium
881,7,114,Pilot,7,2027,Low
882,3,114,Adopted,9,2028,Medium
883,12,114,Research,5,2026,Low
884,11,114,Adopted,7,2028,Low
885,2,114,Not Adopted,6,2025,High
886,5,114,Adopted,8,2027,Low
887,10,114,Not Adopted,6,2025,High
888,2,115,Adopted,6,2026,Low
889,1,115,Adopted,5,2024,Medium
890,10,115,Adopted,10,2028,Medium
891,8,115,Research,7,2028,Medium
892,7,115,Not Adopted,9,2025,Medium
893,12,115,Research,9,2026,Low
894,6,115,Adopted,4,2026,High
895,3,115,Adopted,7,2028,High
896,4,115,Research,3,2028,High
897,12,116,Not Adopted,8,2024,Medium
898,11,116,Pilot,5,2028,Medium
899,10,116,Adopted,5,2028,Low
900,7,116,Pilot,7,2024,Medium
901,8,117,Pilot,6,2026,High
902,9,117,Not Adopted,7,2028,Low
903,5,117,Pilot,9,2027,Medium
904,11,117,Research,6,2026,Low
905,6,117,Research,7,2026,Low
906,1,117,Adopted,3,2027,High
907,3,117,Adopted,5,2024,Medium
908,10,117,Pilot,7,2028,High
909,12,117,Not Adopted,6,2026,High
910,6,118,Research,9,2028,High
911,7,118,Adopted,5,2024,Medium
912,10,118,Not Adopted,9,2026,Low
913,3,118,Adopted,5,2027,Medium
914,1,119,Pilot,10,2024,Low
915,11,119,Adopted,5,2028,Medium
916,10,119,Adopted,7,2025,High
917,5,119,Not Adopted,5,2026,High
918,12,119,Not Adopted,8,2028,Medium
919,3,119,Not Adopted,6,2026,High
920,9,119,Research,6,2024,High
921,4,119,Adopted,6,2024,Low
922,1,120,Pilot,8,2025,Medium
923,11,120,Research,10,2028,Medium
924,10,120,Adopted,3,2024,Low
925,3,120,Adopted,9,2026,Medium
926,6,120,Adopted,10,2028,Low
927,7,120,Adopted,6,2024,High
928,5,120,Adopted,10,2026,Medium
929,4,120,Pilot,10,2025,Medium
930,8,120,Research,6,2028,Medium
931,12,120,Not Adopted,7,2028,Medium
932,7,121,Adopted,3,2025,Low
933,9,121,Not Adopted,4,2026,Medium
934,2,121,Pilot,8,2027,Low
935,10,121,Research,3,2024,Medium
936,4,121,Research,9,2026,Low
937,9,122,Pilot,7,2026,High
938,3,122,Research,4,2024,High
939,4,122,Pilot,3,2024,Medium
940,6,122,Pilot,9,2027,Low
941,7,122,Pilot,7,2028,High
942,5,123,Pilot,4,2027,High
943,4,123,Adopted,4,2024,Low
944,3,123,Pilot,7,2028,Low
945,11,123,Not Adopted,4,2028,Medium
946,7,123,Pilot,4,2024,Low
947,9,123,Not Adopted,5,2024,Medium
948,1,123,Research,9,2024,Low
949,2,123,Research,10,2028,High
950,8,123,Pilot,6,2027,Medium
951,6,123,Not Adopted,6,2027,Medium
952,4,124,Not Adopted,8,2025,Medium
953,11,124,Research,5,2026,Low
954,7,124,Research,4,2026,High
955,6,124,Adopted,10,2027,Low
956,1,125,Not Adopted,7,2025,High
957,7,125,Adopted,4,2028,Medium
958,3,125,Research,4,2027,Medium
959,5,125,Adopted,6,2028,High
960,6,125,Adopted,9,2024,High
961,2,125,Research,5,2028,High
962,9,125,Research,9,2024,Medium
963,11,125,Adopted,7,2025,High
964,10,125,Pilot,9,2025,High
965,8,125,Not Adopted,7,2026,High
966,12,125,Pilot,6,2025,Low
967,4,125,Pilot,5,2026,High
968,1,126,Research,9,2028,Low
969,12,126,Adopted,5,2026,High
970,6,126,Pilot,5,2027,High
971,2,126,Adopted,6,2027,High
972,9,126,Pilot,4,2026,Medium
973,4,126,Not Adopted,4,2024,Medium
974,3,127,Research,6,2026,Medium
975,1,127,Pilot,9,2028,Low
976,2,127,Adopted,8,2025,Low
977,8,127,Research,4,2026,Low
978,6,127,Not Adopted,3,2028,Medium
979,4,127,Not Adopted,5,2024,Low
980,7,127,Research,7,2028,Medium
981,9,127,Pilot,3,2027,Medium
982,11,127,Pilot,7,2028,High
983,12,127,Research,3,2026,Medium
984,10,127,Pilot,5,2027,Medium
985,5,127,Pilot,7,2027,Low
986,9,128,Not Adopted,10,2026,High
987,5,128,Pilot,7,2026,Medium
988,4,128,Pilot,9,2025,High
989,1,128,Adopted,8,2025,Low
990,12,128,Adopted,8,2026,High
991,3,128,Research,7,2024,High
992,7,128,Research,10,2028,Medium
993,10,128,Adopted,10,2024,High
994,8,128,Not Adopted,4,2025,High
995,11,128,Adopted,10,2024,Medium
996,7,129,Not Adopted,9,2026,High
997,3,129,Pilot,4,2026,Low
998,8,129,Pilot,9,2024,Medium
999,4,129,Pilot,10,2027,High
1000,2,129,Research,8,2025,Medium
1001,9,129,Pilot,7,2024,High
1002,7,130,Pilot,5,2024,Low
1003,10,130,Adopted,5,2028,High
1004,3,130,Research,9,2028,Medium
1005,9,130,Adopted,3,2028,Low
1006,1,130,Research,8,2024,Medium
1007,6,130,Adopted,7,2025,High
1008,2,130,Not Adopted,5,2025,High
1009,5,130,Research,4,2028,Medium
1010,12,130,Pilot,9,2028,High
1011,11,130,Not Adopted,9,2025,Medium
1012,4,130,Pilot,3,2027,Low
1013,8,130,Not Adopted,4,2025,High
1014,4,131,Adopted,7,2027,Low
1015,3,131,Pilot,4,2024,High
1016,2,131,Adopted,4,2027,Low
1017,8,131,Not Adopted,5,2024,Medium
1018,5,131,Research,4,2024,Medium
1019,7,131,Not Adopted,7,2024,High
1020,12,131,Adopted,9,2027,Low
1021,6,131,Adopted,9,2024,Medium
1022,9,131,Pilot,3,2026,Medium
1023,6,132,Pilot,7,2025,High
1024,11,132,Pilot,8,2024,Low
1025,10,132,Adopted,9,2024,Low
1026,4,132,Not Adopted,5,2026,High
1027,7,132,Pilot,6,2026,Low
1028,12,132,Not Adopted,8,2024,High
1029,9,132,Pilot,4,2027,Low
1030,1,132,Adopted,10,2028,Medium
1031,8,132,Pilot,7,2027,High
1032,11,133,Research,5,2024,Low
1033,7,133,Not Adopted,3,2024,Medium
1034,2,133,Pilot,7,2026,Low
1035,3,133,Not Adopted,6,2027,Medium
1036,6,133,Research,8,2027,Medium
1037,5,133,Not Adopted,7,2025,High
1038,1,133,Research,7,2028,High
1039,9,133,Pilot,3,2026,Low
1040,4,133,Not Adopted,8,2026,Medium
1041,10,133,Adopted,6,2027,High
1042,4,134,Pilot,7,2027,Low
1043,7,134,Research,8,2024,High
1044,12,134,Pilot,3,2027,High
1045,11,134,Not Adopted,4,2026,High
1046,8,134,Adopted,8,2026,Medium
1047,3,134,Adopted,8,2026,High
1048,2,134,Pilot,10,2025,High
1049,6,134,Not Adopted,7,2024,High
1050,1,134,Pilot,6,2026,Low
1051,5,134,Research,6,2027,Medium
1052,10,134,Research,7,2028,High
1053,9,134,Research,4,2026,Low
1054,3,135,Not Adopted,6,2028,High
1055,2,135,Pilot,8,2026,High
1056,9,135,Adopted,4,2028,Medium
1057,7,135,Not Adopted,5,2028,Medium
1058,6,135,Adopted,7,2028,High
1059,11,135,Adopted,4,2028,Medium
1060,8,135,Adopted,10,2027,Medium
1061,12,135,Not Adopted,7,2027,Low
1062,5,135,Pilot,9,2026,Medium
1063,10,135,Pilot,10,2024,Medium
1064,6,136,Not Adopted,5,2027,Medium
1065,8,136,Pilot,6,2026,High
1066,3,136,Adopted,8,2028,High
1067,1,136,Not Adopted,10,2024,Medium
1068,9,137,Research,3,2025,Medium
1069,4,137,Not Adopted,4,2027,High
1070,12,137,Adopted,4,2025,Medium
1071,7,137,Research,5,2024,Medium
1072,8,137,Not Adopted,4,2028,Low
1073,10,137,Pilot,9,2028,Low
1074,11,137,Adopted,4,2026,High
1075,2,137,Adopted,9,2024,Medium
1076,10,138,Not Adopted,10,2027,High
1077,6,138,Adopted,4,2025,Low
1078,2,138,Research,10,2027,High
1079,4,138,Research,10,2026,Low
1080,1,138,Research,6,2028,High
1081,11,138,Not Adopted,9,2026,Low
1082,12,138,Adopted,3,2024,Medium
1083,4,139,Adopted,7,2027,Low
1084,10,139,Research,9,2027,High
1085,5,139,Research,6,2026,Medium
1086,6,139,Research,5,2026,High
1087,8,139,Pilot,4,2024,Medium
1088,1,139,Adopted,8,2025,Low
1089,7,139,Adopted,7,2027,Low
1090,3,139,Pilot,8,2025,Medium
1091,3,140,Adopted,9,2027,High
1092,1,140,Pilot,4,2025,High
1093,4,140,Not Adopted,4,2027,Low
1094,8,140,Not Adopted,3,2025,Low
1095,10,140,Not Adopted,7,2026,Low
1096,11,140,Adopted,5,2024,Low
1097,2,140,Pilot,9,2028,High
1098,6,140,Pilot,3,2025,High
1099,9,140,Adopted,8,2028,High
1100,5,140,Research,7,2027,Medium
1101,10,141,Pilot,5,2027,High
1102,9,141,Not Adopted,10,2025,Low
1103,4,141,Pilot,9,2025,Low
1104,2,141,Adopted,6,2024,High
1105,11,141,Not Adopted,9,2028,Low
1106,1,141,Adopted,6,2025,Medium
1107,5,141,Adopted,10,2028,High
1108,3,141,Not Adopted,7,2025,Low
1109,8,141,Research,6,2028,High
1110,12,141,Not Adopted,7,2025,High
1111,6,141,Research,3,2025,High
1112,12,142,Not Adopted,6,2024,Low
1113,5,142,Not Adopted,8,2026,Low
1114,3,142,Not Adopted,5,2025,Medium
1115,6,142,Not Adopted,9,2026,Low
1116,5,143,Not Adopted,4,2027,Low
1117,9,143,Pilot,7,2028,Low
1118,11,143,Adopted,9,2028,Low
1119,3,143,Not Adopted,7,2027,High
1120,2,144,Research,9,2026,Medium
1121,8,144,Adopted,4,2027,High
1122,10,144,Research,4,2027,High
1123,5,144,Adopted,8,2027,High
1124,3,144,Not Adopted,3,2028,Low
1125,7,144,Pilot,5,2025,High
1126,1,144,Research,9,2024,Low
1127,9,145,Research,3,2028,Low
1128,10,145,Not Adopted,9,2025,Medium
1129,12,145,Not Adopted,4,2025,Low
1130,8,145,Pilot,3,2028,High
1131,4,145,Adopted,3,2028,Medium
1132,3,145,Research,6,2027,High
1133,1,145,Research,3,2028,Low
1134,7,145,Adopted,6,2026,Medium
1135,5,145,Pilot,10,2026,Low
1136,6,145,Pilot,8,2027,Medium
1137,11,145,Research,9,2028,High
1138,8,146,Research,9,2024,High
1139,12,146,Pilot,9,2026,High
1140,6,146,Adopted,8,2028,High
1141,11,146,Pilot,6,2028,High
1142,4,146,Pilot,3,2025,Low
1143,2,146,Pilot,3,2026,Low
1144,5,146,Adopted,6,2024,High
1145,10,146,Research,7,2024,Low
1146,3,146,Adopted,9,2025,High
1147,1,146,Pilot,7,2028,Medium
1148,9,146,Pilot,5,2028,Low
1149,7,146,Not Adopted,4,2026,Medium
1150,5,147,Pilot,5,2025,Medium
1151,12,147,Adopted,5,2027,High
1152,4,147,Not Adopted,9,2025,Low
1153,9,147,Not Adopted,10,2026,Low
1154,6,147,Not Adopted,9,2027,Medium
1155,7,147,Pilot,8,2026,High
1156,8,147,Research,6,2024,Medium
1157,10,147,Pilot,7,2024,High
1158,4,148,Pilot,5,2025,High
1159,5,148,Adopted,10,2027,Low
1160,12,148,Not Adopted,8,2025,Medium
1161,2,148,Research,9,2025,Low
1162,3,148,Research,9,2026,Medium
1163,6,148,Not Adopted,4,2026,Medium
1164,8,148,Not Adopted,8,2028,Medium
1165,1,148,Pilot,6,2028,Medium
1166,9,148,Not Adopted,4,2027,Medium
1167,12,149,Pilot,8,2028,Low
1168,3,149,Not Adopted,4,2027,Medium
1169,9,149,Research,5,2028,High
1170,5,149,Not Adopted,5,2024,High
1171,4,149,Research,9,2025,Medium
1172,4,150,Research,10,2028,Low
1173,9,150,Research,10,2025,Medium
1174,12,150,Research,9,2025,Medium
1175,10,150,Adopted,9,2028,Low
1176,8,150,Pilot,4,2025,Low
1177,6,150,Research,7,2026,High
1178,1,150,Not Adopted,7,2026,Low
1179,7,150,Pilot,4,2027,Low
1180,3,150,Adopted,5,2026,High
1181,12,151,Adopted,7,2026,High
1182,4,151,Not Adopted,10,2026,High
1183,3,151,Pilot,8,2027,Low
1184,2,151,Adopted,3,2024,Low
1185,6,152,Research,8,2024,Low
1186,5,152,Not Adopted,5,2024,Medium
1187,12,152,Adopted,10,2028,Medium
1188,8,152,Not Adopted,5,2024,Medium
1189,7,152,Research,7,2026,Medium
1190,9,152,Research,5,2027,Low
1191,7,153,Not Adopted,8,2025,High
1192,6,153,Pilot,8,2026,High
1193,9,153,Adopted,7,2025,High
1194,8,153,Adopted,7,2028,Low
1195,5,153,Adopted,7,2027,High
1196,2,153,Not Adopted,10,2025,Medium
1197,4,153,Not Adopted,10,2028,Medium
1198,12,153,Research,6,2024,Low
1199,1,153,Not Adopted,3,2028,High
1200,9,154,Adopted,5,2025,Medium
1201,2,154,Adopted,7,2025,High
1202,10,154,Research,7,2026,Low
1203,11,154,Research,5,2024,Low
1204,6,154,Adopted,4,2025,Medium
1205,12,154,Pilot,4,2026,High
1206,4,155,Not Adopted,9,2025,Medium
1207,5,155,Pilot,6,2026,Medium
1208,8,155,Not Adopted,7,2024,Low
1209,7,155,Research,10,2024,High
1210,2,155,Pilot,5,2026,High
1211,12,155,Research,7,2028,High
1212,3,155,Pilot,6,2024,Medium
1213,9,155,Pilot,5,2025,Medium
1214,3,156,Adopted,8,2024,High
1215,10,156,Research,7,2024,Low
1216,2,156,Research,8,2026,High
1217,6,156,Research,6,2025,Low
1218,9,156,Research,3,2027,High
1219,1,156,Adopted,8,2025,High
1220,7,156,Not Adopted,10,2027,Low
1221,11,156,Adopted,4,2027,Medium
1222,8,156,Not Adopted,7,2024,High
1223,4,157,Research,7,2024,Medium
1224,10,157,Adopted,6,2024,Medium
1225,3,157,Research,10,2025,Medium
1226,5,157,Adopted,10,2026,Low
1227,8,157,Pilot,4,2027,High
1228,9,157,Research,5,2028,High
1229,11,157,Adopted,3,2028,Medium
1230,7,157,Pilot,7,2028,Medium
1231,6,157,Pilot,8,2024,Medium
1232,5,158,Not Adopted,6,2028,Low
1233,3,158,Research,10,2026,Low
1234,12,158,Pilot,4,2024,High
1235,8,158,Not Adopted,6,2025,Medium
1236,10,158,Adopted,3,2028,Low
1237,11,158,Not Adopted,4,2024,Medium
1238,6,158,Adopted,9,2028,Medium
1239,6,159,Not Adopted,8,2027,Low
1240,2,159,Pilot,5,2028,Medium
1241,4,159,Not Adopted,8,2027,Low
1242,8,159,Not Adopted,3,2026,High
1243,3,159,Adopted,9,2028,High
1244,12,159,Not Adopted,4,2027,Low
1245,10,159,Pilot,5,2027,High
1246,9,159,Research,3,2024,Low
1247,5,159,Adopted,3,2025,Low
1248,10,160,Pilot,9,2028,High
1249,6,160,Pilot,9,2028,Medium
1250,5,160,Research,8,2027,High
1251,12,160,Pilot,3,2028,Medium
1252,9,161,Not Adopted,8,2026,Low
1253,7,161,Adopted,7,2028,Low
1254,3,161,Adopted,5,2024,High
1255,4,161,Adopted,3,2024,Low
1256,8,161,Not Adopted,6,2027,High
1257,12,161,Adopted,7,2024,High
1258,11,161,Adopted,6,2025,Medium
1259,6,162,Research,3,2025,High
1260,1,162,Not Adopted,8,2025,High
1261,2,162,Not Adopted,9,2026,High
1262,4,162,Pilot,9,2024,High
1263,3,162,Adopted,8,2024,Medium
1264,11,162,Research,3,2028,Low
1265,5,162,Pilot,4,2024,High
1266,9,162,Adopted,10,2024,Low
1267,10,162,Research,8,2025,High
1268,12,162,Not Adopted,6,2026,Medium
1269,8,162,Pilot,3,2027,Medium
1270,7,162,Not Adopted,3,2028,Low
1271,10,163,Adopted,9,2028,High
1272,8,163,Pilot,10,2026,High
1273,12,163,Research,3,2027,Low
1274,2,163,Pilot,9,2025,High
1275,8,164,Research,3,2024,Low
1276,12,164,Pilot,3,2024,Low
1277,11,164,Not Adopted,10,2026,Low
1278,10,164,Adopted,5,2025,High
1279,8,165,Not Adopted,4,2028,High
1280,7,165,Not Adopted,4,2027,Medium
1281,2,165,Research,6,2028,Low
1282,5,165,Pilot,8,2025,Low
1283,1,165,Not Adopted,6,2028,Low
1284,10,165,Adopted,5,2024,Low
1285,6,165,Adopted,3,2024,Medium
1286,3,165,Adopted,5,2024,Medium
1287,12,165,Not Adopted,4,2027,Medium
1288,4,165,Not Adopted,4,2027,High
1289,3,166,Not Adopted,8,2026,High
1290,12,166,Adopted,10,2026,High
1291,11,166,Adopted,3,2027,High
1292,10,166,Research,4,2028,Medium
1293,8,166,Adopted,6,2026,Medium
1294,9,166,Pilot,7,2026,High
1295,2,166,Pilot,5,2027,Low
1296,5,166,Research,3,2027,Medium
1297,1,166,Research,6,2026,High
1298,4,166,Not Adopted,10,2024,Medium
1299,6,166,Adopted,8,2028,High
1300,11,167,Research,9,2026,High
1301,9,167,Not Adopted,10,2025,High
1302,12,167,Not Adopted,10,2026,Medium
1303,7,167,Pilot,3,2027,Medium
1304,9,168,Pilot,4,2027,Medium
1305,3,168,Pilot,3,2027,Low
1306,7,168,Not Adopted,7,2028,Low
1307,11,168,Adopted,4,2024,Low
1308,6,168,Not Adopted,9,2024,High
1309,4,168,Not Adopted,10,2024,High
1310,10,168,Adopted,10,2025,High
1311,11,169,Pilot,10,2025,High
1312,3,169,Research,8,2025,Low
1313,4,169,Research,4,2024,High
1314,8,169,Adopted,3,2027,Medium
1315,7,169,Research,4,2027,Medium
1316,2,169,Not Adopted,8,2026,Medium
1317,6,169,Adopted,7,2025,Medium
1318,5,170,Adopted,8,2026,Medium
1319,4,170,Not Adopted,3,2024,High
1320,2,170,Pilot,5,2026,High
1321,8,170,Pilot,4,2027,Medium
1322,7,170,Adopted,7,2027,High
1323,10,170,Pilot,6,2026,High
1324,10,171,Research,5,2028,Low
1325,6,171,Adopted,5,2025,Medium
1326,11,171,Adopted,8,2028,Medium
1327,4,171,Research,6,2026,Low
1328,1,171,Not Adopted,10,2025,High
1329,5,171,Not Adopted,4,2028,High
1330,9,171,Pilot,6,2025,High
1331,4,172,Pilot,7,2025,Medium
1332,2,172,Adopted,3,2025,High
1333,5,172,Not Adopted,6,2025,Low
1334,8,172,Not Adopted,3,2024,Medium
1335,11,172,Research,10,2024,High
1336,3,172,Research,9,2028,Medium
1337,9,173,Research,10,2024,Medium
1338,4,173,Research,10,2024,Low
1339,3,173,Not Adopted,4,2025,Medium
1340,7,173,Adopted,6,2025,High
1341,5,173,Pilot,4,2026,Medium
1342,8,173,Pilot,3,2024,Medium
1343,2,173,Pilot,9,2028,High
1344,11,173,Pilot,9,2028,High
1345,6,173,Research,10,2028,Medium
1346,12,173,Pilot,4,2028,Low
1347,5,174,Research,4,2028,Low
1348,3,174,Not Adopted,6,2024,Low
1349,4,174,Pilot,6,2024,High
1350,11,174,Adopted,5,2027,Low
1351,12,174,Not Adopted,5,2024,High
1352,9,174,Pilot,9,2026,High
1353,2,174,Research,7,2028,High
1354,1,174,Adopted,9,2028,Low
1355,8,174,Pilot,8,2025,Low
1356,10,174,Research,9,2026,Medium
1357,6,174,Research,10,2024,High
1358,5,175,Pilot,7,2025,High
1359,4,175,Adopted,3,2024,Low
1360,2,175,Pilot,3,2028,Medium
1361,10,175,Research,6,2027,Medium
1362,6,175,Research,3,2025,Low
1363,3,175,Research,10,2028,High
1364,8,175,Research,7,2025,Medium
1365,12,175,Adopted,6,2027,Medium
1366,11,175,Research,8,2024,High
1367,9,175,Pilot,9,2025,High
1368,1,175,Not Adopted,7,2026,Low
1369,7,175,Pilot,5,2025,Medium
1370,10,176,Pilot,9,2025,Low
1371,9,176,Not Adopted,10,2028,High
1372,7,176,Not Adopted,10,2028,Low
1373,4,176,Adopted,6,2027,Medium
1374,12,176,Adopted,9,2026,High
1375,3,176,Pilot,3,2028,Medium
1376,11,176,Adopted,8,2025,High
1377,2,176,Not Adopted,10,2026,Low
1378,4,177,Pilot,5,2027,Medium
1379,8,177,Pilot,7,2024,Medium
1380,2,177,Adopted,4,2028,High
1381,9,177,Research,9,2025,High
1382,11,177,Research,5,2026,High
1383,7,177,Pilot,3,2024,High
1384,3,177,Not Adopted,4,2026,Medium
1385,6,177,Adopted,8,2024,High
1386,9,178,Adopted,4,2028,Low
1387,6,178,Not Adopted,9,2026,High
1388,1,178,Research,6,2026,Medium
1389,5,178,Not Adopted,3,2026,Medium
1390,11,178,Adopted,5,2028,High
1391,12,178,Adopted,4,2025,Low
1392,7,178,Adopted,6,2026,Medium
1393,2,178,Pilot,3,2026,High
1394,4,178,Pilot,6,2024,Low
1395,8,178,Adopted,9,2027,High
1396,3,178,Adopted,3,2026,Low
1397,1,179,Pilot,8,2024,Low
1398,7,179,Not Adopted,6,2026,Low
1399,2,179,Adopted,6,2025,Low
1400,8,179,Not Adopted,7,2027,Medium
1401,6,179,Adopted,5,2026,Low
1402,11,179,Adopted,8,2028,Medium
1403,9,179,Adopted,7,2028,Low
1404,4,179,Research,7,2024,Medium
1405,10,179,Not Adopted,7,2026,High
1406,3,179,Adopted,8,2028,High
1407,12,179,Adopted,8,2025,Medium
1408,5,179,Not Adopted,3,2025,Medium
1409,1,180,Research,7,2026,Medium
1410,3,180,Pilot,3,2025,Medium
1411,2,180,Research,8,2027,High
1412,5,180,Research,4,2025,High
1413,12,180,Not Adopted,3,2026,Low
1414,6,180,Research,3,2026,High
1415,4,180,Adopted,8,2028,High
1416,7,180,Pilot,10,2025,High
1417,8,180,Adopted,9,2026,Low
1418,9,180,Not Adopted,5,2024,High
1419,8,181,Pilot,4,2028,High
1420,2,181,Not Adopted,8,2024,Medium
1421,5,181,Research,8,2024,Low
1422,7,181,Adopted,4,2026,Medium
1423,11,181,Not Adopted,10,2028,High
1424,10,181,Pilot,3,2025,High
1425,1,181,Pilot,3,2026,High
1426,4,181,Pilot,10,2026,Medium
1427,6,181,Not Adopted,8,2026,Low
1428,3,181,Research,6,2028,Medium
1429,8,182,Adopted,4,2025,Medium
1430,3,182,Pilot,8,2026,Medium
1431,1,182,Not Adopted,8,2028,High
1432,6,182,Research,8,2025,Low
1433,2,182,Adopted,5,2027,Low
1434,11,182,Adopted,4,2025,Medium
1435,10,182,Research,8,2026,High
1436,3,183,Pilot,3,2027,Low
1437,7,183,Research,8,2028,High
1438,5,183,Not Adopted,9,2026,Low
1439,4,183,Research,3,2024,Low
1440,2,183,Pilot,9,2027,Low
1441,1,183,Research,7,2024,High
1442,6,183,Research,5,2027,Medium
